filename;section;text;light
062.rtf;tasks;Принимает меры по обеспечению работников экспедиции средствами механизации труда, инвентарем, оборудованием, следит за их технически правильной эксплуатацией и технически исправным состоянием.;True
062.rtf;tasks;Осуществляет контроль за наличием необходимых видов транспорта, организацией правильной транспортировки, проведением погрузочно-разгрузочных работ, размещением и укладкой грузов, документов, корреспонденции и т.п., правильностью оформления приемо-сдаточной документации.;True
062.rtf;tasks;Организует работу по ведению учета, составлению отчетности, подготовке справок о соблюдении сроков доставки.;True
062.rtf;tasks;Обеспечивает необходимый режим хранения и сохранность грузов, документов, корреспонденции и т.п. при транспортировке.;True
062.rtf;rights;Заведующий экспедицией имеет право:;True
062.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающимися деятельности экспедиции.;False
062.rtf;rights;Вносить на рассмотрение руководства предприятия предложения по улучшению деятельности экспедиции на предприятии.;False
062.rtf;rights;Осуществлять взаимодействие с руководителями всех (отдельных) структурных подразделений предприятия.;False
062.rtf;rights;Подписывать и визировать документы в пределах своей компетенции.;False
062.rtf;rights;Вносить предложения о поощрении отличившихся подчиненных ему работников, наложении взысканий на нарушителей производственной и трудовой дисциплины.;False
062.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении своих должностных обязанностей и прав.;False
062.rtf;respons;Заведующий экспедицией несет ответственность:;True
062.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
062.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
062.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
063.rtf;common;Заведующий научно-исследовательским отделом института относится к категории руководителей.;False
063.rtf;common;На должность заведующего научно-исследовательским отделом института назначается лицо, имеющее ученую степень доктора или кандидата наук, научные труды, опыт научной и организаторской работы не менее лет.;False
063.rtf;common;Назначение на должность и освобождение от нее производится приказом;False
063.rtf;common;директора организации по представлению;False
063.rtf;common;Заведующий научно-исследовательским отделом института должен знать:;True
063.rtf;common;Законодательные и нормативные правовые акты, научные проблемы соответствующей области знаний, науки и техники, вышестоящих органов, отечественные и зарубежные достижения по этим вопросам.;False
063.rtf;common;Установленный порядок организации, планирования и финансирования, проведения и внедрения научных исследований и разработок.;False
063.rtf;common;Порядок заключения и исполнения договоров при совместном выполнении работ с другими учреждениями, организациями и предприятиями.;False
063.rtf;common;Научное оборудование подразделения, правила его эксплуатации.;False
063.rtf;common;Порядок составления заявок на приобретение приборов, материалов, другого научного оборудования.;False
063.rtf;common;Системы управления научными исследованиями и разработками, организации, оценки и оплаты труда научных работников, формы их материального поощрения.;False
063.rtf;common;Действующие положения по подготовке и повышению квалификации кадров.;False
063.rtf;common;Руководящие материалы по организации делопроизводства.;False
063.rtf;common;Трудовое законодательство.;False
063.rtf;common;. Правила и нормы охраны труда.;False
063.rtf;common;Заведующий научно-исследовательским отделом института подчиняется;True
063.rtf;common;непосредственно;False
063.rtf;common;"(директору организации; заместителю директора";False
063.rtf;common;"по научной работе; иному должностному лицу)";False
063.rtf;common;На время отсутствия заведующего научно-исследовательским отделом института (командировка, отпуск, болезнь, пр.) его обязанности исполняет заместитель (при отсутствии такового - лицо, назначенное в установленном порядке), который приобретает соответствующие права и несет ответственность за надлежащее выполнение возложенных на него обязанностей.;True
063.rtf;tasks;Заведующий научно-исследовательским отделом:;True
063.rtf;tasks;Организует выполнение научно-исследовательских работ, предусмотренных для подразделения в тематическом плане института, и определяет перспективы их развития по соответствующей области знаний, выбирает методы и средства проведения исследований и разработок, пути решения поставленных перед подразделением научных и технических задач.;True
063.rtf;tasks;Разрабатывает проекты перспективных и годовых планов работы подразделения и представляет их руководству института.;True
063.rtf;tasks;Руководит разработкой технических заданий, методических и рабочих программ, технико-экономических обоснований, прогнозов и предложений по развитию соответствующей отрасли экономики, науки и техники, других плановых документов и методических материалов.;True
063.rtf;tasks;Определяет соисполнителей плановых научно-исследовательских работ.;True
063.rtf;tasks;Осуществляет научное руководство по проблемам, предусмотренным в тематическом плане подразделения, формулирует их конечные цели и предполагаемые результаты и принимает непосредственное участие в проведении важнейших работ.;True
063.rtf;tasks;Контролирует выполнение предусмотренных планом заданий, договорных обязательств, а также качество работ, выполненных специалистами подразделения и соисполнителями.;True
063.rtf;tasks;Обеспечивает при этом соблюдение нормативных требований, комплектность и качественное оформление документации, соблюдение установленного порядка ее согласования.;True
063.rtf;tasks;Утверждает и представляет на рассмотрение ученого (научно-технического) совета института научные отчеты о работах, выполненных подразделением.;True
063.rtf;tasks;Обеспечивает практическое применение результатов исследований, авторский надзор и оказание технической помощи при их внедрении.;True
063.rtf;tasks;. Определяет потребность подразделения в оборудовании, материалах и других ресурсах, необходимых для проведения работ, и принимает меры по обеспечению подразделения этими ресурсами, сохранности оборудования, аппаратуры и приборов, их рациональному использованию.;True
063.rtf;tasks;. Организует работу по патентованию и лицензированию научных и технических достижений, регистрации изобретений и рационализаторских предложений.;True
063.rtf;tasks;. Обеспечивает повышение эффективности работы подразделения, рациональную расстановку работников, принимает меры по повышению их творческой активности.;False
063.rtf;tasks;. Следит за безопасным проведением работ, соблюдением правил и норм охраны труда.;True
063.rtf;tasks;. Участвует в подборе кадров, проводит работу по их аттестации и оценке деятельности, повышению квалификации, вносит предложения по оплате труда и материальному стимулированию работников с учетом личного вклада в общие результаты работы подразделения.;True
063.rtf;tasks;. Определяет направления деятельности секторов (лабораторий), входящих в состав подразделения, организует и координирует их работу.;True
063.rtf;rights;Заведующий научно-исследовательским отделом вправе:;True
063.rtf;rights;Знакомиться с проектами решений директора организации, касающихся деятельности отдела.;False
063.rtf;rights;Участвовать в обсуждении вопросов, касающихся исполняемых им должностных обязанностей.;False
063.rtf;rights;Вносить на рассмотрение директора организации предложения по улучшению деятельности организации (отдела).;False
063.rtf;rights;Осуществлять взаимодействие с руководителями всех (отдельных) структурных подразделений организации.;False
063.rtf;rights;Подписывать и визировать документы в пределах своей компетенции.;False
063.rtf;rights;Вносить предложения о поощрении отличившихся работников, наложении взысканий на нарушителей производственной и трудовой дисциплины.;False
063.rtf;rights;Требовать от директора организации оказания содействия в исполнении своих должностных обязанностей и прав.;False
063.rtf;respons;Заведующий научно-исследовательским отделом института несет ответственность:;True
063.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
063.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
063.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
064.rtf;common;Заведующий научно-исследовательским сектором в составе научно-исследовательского отдела относится к категории руководителей.;False
064.rtf;common;На должность заведующего научно-исследовательским сектором в составе научно-исследовательского отдела назначается лицо, имеющее ученую степень доктора или кандидата наук, научные труды, опыт научной и организаторской работы не менее лет на должности заведующего научно-исследовательским сектором в составе научно-исследовательского отдела. На срок до лет могут быть назначены не имеющие ученой высококвалифицированные специалисты соответствующей области знаний, обладающие указанным опытом работы.;False
064.rtf;common;Назначение на должность и освобождение от нее производится приказом;False
064.rtf;common;директора организации по представлению;False
064.rtf;common;(заведующего;False
064.rtf;common;"научно-исследовательского отдела;иного должностного лица)";False
064.rtf;common;Заведующий научно-исследовательским сектором в составе научно-исследовательского отдела должен знать:;True
064.rtf;common;Законодательные и нормативные правовые акты, научные проблемы в соответствующей отрасли экономики.;False
064.rtf;common;Руководящие материалы вышестоящих органов, отечественные и зарубежные достижения по этим вопросам.;False
064.rtf;common;Установленный порядок организации, планирования и финансирования, проведения и внедрения научных исследований и разработок.;False
064.rtf;common;Порядок заключения и исполнения договоров при совместном выполнении работ с другими учреждениями, организациями и предприятиями.;False
064.rtf;common;Научное оборудование подразделения, правила его эксплуатации.;False
064.rtf;common;Порядок составления заявок на изобретения и открытия, оформления научно-технической документации и заявок на приобретение приборов, материалов, другого научного оборудования.;False
064.rtf;common;Системы управления научными исследованиями и разработками, организации, оценки и оплаты труда научных работников, формы их материального поощрения.;False
064.rtf;common;Действующие положения по подготовке и повышению квалификации кадров.;False
064.rtf;common;Руководящие материалы по организации делопроизводства.;False
064.rtf;common;. Трудовое законодательство.;False
064.rtf;common;. Правила и нормы охраны труда.;False
064.rtf;common;Заведующий научно-исследовательским сектором в составе научно-исследовательского отдела подчиняется непосредственно заведующему отдела.;True
064.rtf;common;"На время отсутствия заведующего научно-исследовательским сектором в составе научно-исследовательского отдела (командировка, отпуск, болезнь, пр.) его обязанности исполняет заместитель и несет ответственность за их неисполнение или ненадлежащее исполнение; при отсутствии такового - лицо, назначенное в установленном порядке.";True
064.rtf;tasks;Заведующий научно-исследовательским сектором в составе научно-исследовательского отдела:;True
064.rtf;tasks;Организует выполнение научно-исследовательских работ, предусмотренных в тематическом плане учреждения или отдела (отделения, лаборатории) института, и определяет перспективы их развития по закрепленной тематике, выбирает методы и средства проведения этих работ.;True
064.rtf;tasks;Разрабатывает проекты перспективных и годовых планов работы подразделения и представляет их руководству учреждения или отдела института.;True
064.rtf;tasks;Разрабатывает проекты технических заданий, методических и рабочих программ, технико-экономических обоснований и прогнозы развития соответствующей области знаний и предложения о привлечении других учреждений, организаций и предприятий в качестве соисполнителей запланированных работ.;True
064.rtf;tasks;Осуществляет научное руководство по проблемам, предусмотренным в тематических планах подразделения, формирует их конечные цели и предполагаемые результаты, принимает непосредственное участие в проведении отдельных работ.;True
064.rtf;tasks;Контролирует выполнение предусмотренных планом заданий, договорных обязательств, а также качество работ, выполненных специалистами подразделения, а также соисполнителями.;True
064.rtf;tasks;Обеспечивает при этом соблюдение нормативных требований, комплектность и качественное оформление документации, соблюдение установленного порядка ее согласования.;True
064.rtf;tasks;Представляет на рассмотрение ученого (научно-технического) совета учреждения или руководителя отдела (отделения, лаборатории) института научные отчеты по выполненным работам.;True
064.rtf;tasks;Обеспечивает практическое применение их результатов, авторский надзор и оказание технической помощи.;True
064.rtf;tasks;. Принимает меры по рациональному использованию выделенных ресурсов и обеспечивает сохранность оборудования, аппаратуры и приборов.;False
064.rtf;tasks;. Проводит работу по патентованию и лицензированию научных и технических достижений и обеспечению регистрации изобретений и рационализаторских предложений.;True
064.rtf;tasks;. Обеспечивает эффективность работы подразделения, рациональную расстановку работников, принимает меры по развитию творческой активности специалистов.;True
064.rtf;tasks;. Следит за безопасным проведением работ, соблюдением правил и норм охраны труда.;True
064.rtf;tasks;. Участвует в подборе, аттестации и оценке деятельности работников подразделения, повышении их квалификации, представляет руководителю учреждения или отдела (отделения, лаборатории) института предложения по оплате их с учетом личного вклада в общие результаты работы.;True
064.rtf;tasks;. Руководит работниками подразделения.;True
064.rtf;rights;Заведующий научно-исследовательским сектором в составе научно-исследовательского отдела имеет право:;True
064.rtf;rights;Знакомиться с проектами решений директора организации, заведующего отделом, касающихся деятельности отдела.;False
064.rtf;rights;Участвовать в обсуждении вопросов, касающихся исполняемых им должностных обязанностей.;False
064.rtf;rights;Вносить на рассмотрение заведующего отделом, директора организации предложения по улучшению деятельности организации (отдела).;False
064.rtf;rights;Осуществлять взаимодействие с руководителями всех (отдельных) структурных подразделений организации.;False
064.rtf;rights;Подписывать и визировать документы в пределах своей компетенции.;False
064.rtf;rights;Вносить предложения о поощрении отличившихся работников, наложении взысканий на нарушителей производственной и трудовой дисциплины.;False
064.rtf;rights;Требовать от заведующего отделом, директора организации оказания содействия в исполнении своих должностных обязанностей и прав.;False
064.rtf;respons;Заведующий научно-исследовательским сектором в составе научно-исследовательского отдела несет ответственность:;True
064.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
064.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
064.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
065.rtf;common;Заведующий аптекой относится к категории руководителей.;False
065.rtf;common;На должность заведующего аптекой назначается лицо, имеющее высшее фармацевтическое образование и стаж работы по специальности не менее лет.;False
065.rtf;common;Назначение на должность заведующего аптекой и освобождение от нее производится директором организации.;False
065.rtf;common;Заведующий аптекой должен знать:;True
065.rtf;common;Конституцию Российской Федерации.;False
065.rtf;common;"Закон РФ от . № -ФЗ ""О лекарственных средствах"", Закон РФ от . № - I ""О защите прав потребителей"", иные законы и иные нормативные правовые акты по вопросам здравоохранения и фармацевтики.";False
065.rtf;common;Критерии и показатели, характеризующие состояние обеспечения населения лекарственными препаратами.;False
065.rtf;common;Теоретические и организационные основы фармацевтического дела.;False
065.rtf;common;Установленный федеральным органом исполнительной власти в сфере здравоохранения минимальный ассортимент лекарственных средств, необходимых для оказания медицинской помощи.;False
065.rtf;common;Действующий порядок ценообразования.;False
065.rtf;common;Систему льгот, установленных органами исполнительной власти субъектов федерации и органами местного самоуправления, для отдельных категорий граждан.;False
065.rtf;common;Основы экономики, организации труда и управления.;False
065.rtf;common;. Законодательство о труде и охране труда Российской Федерации.;False
065.rtf;common;. Правила и нормы охраны труда и техники безопасности, производственной санитарии и противопожарной защиты.;False
065.rtf;common;Заведующий аптекой в своей деятельности руководствуется:;True
065.rtf;common;Уставом организации.;False
065.rtf;common;Настоящей должностной инструкцией.;False
065.rtf;common;Заведующий аптекой подчиняется непосредственно;False
065.rtf;common;На время отсутствия заведующего аптекой (командировка, отпуск, болезнь, пр.) его обязанности исполняет заместитель (при отсутствии такового - лицо, назначенное в установленном порядке), который приобретает соответствующие права и несет ответственность за надлежащее исполнение возложенных на него обязанностей.;False
065.rtf;tasks;Заведующий аптекой:;True
065.rtf;tasks;Руководит аптекой в соответствии с действующим законодательством.;True
065.rtf;tasks;Организует работу коллектива по осуществлению своевременного и качественного обеспечения населения лекарственными препаратами, взаимодействие с другими учреждениями здравоохранения.;True
065.rtf;tasks;Обеспечивает наличие минимального ассортимента лекарственных средств, необходимых для оказания медицинской помощи, установленного федеральным органом исполнительной власти в сфере здравоохранения.;True
065.rtf;tasks;Контролирует выполнение работниками аптеки приказов и распоряжений.;True
065.rtf;tasks;Проводит анализ деятельности аптеки и на основе показателей ее работы принимает меры по улучшению обеспечения населения лекарственными препаратами.;True
065.rtf;tasks;Организует финансово-хозяйственную деятельность аптеки с использованием новых экономических подходов и методов управления.;True
065.rtf;tasks;Принимает участие в решении возникающих в процессе деятельности аптеки задач в области организации лекарственного обеспечения населения.;True
065.rtf;tasks;Осуществляет рациональное использование трудовых, финансовых и материальных ресурсов аптеки.;True
065.rtf;tasks;Организует работу по кадровому планированию, рациональной расстановке, использованию, обучению и оценке квалификации средних фармацевтических кадров.;True
065.rtf;tasks;. Контролирует качество выполнения работы подчиненными сотрудниками и соблюдение ими правил внутреннего трудового распорядка.;True
065.rtf;rights;Заведующий аптекой имеет право:;True
065.rtf;rights;Действовать от имени аптеки во взаимоотношениях с иными организациями и органами государственной власти.;False
065.rtf;rights;Подписывать и визировать документы в пределах своей компетенции.;False
065.rtf;rights;Запрашивать от работников необходимые информацию и документы.;False
065.rtf;rights;Давать работникам обязательные для исполнения указания.;False
065.rtf;rights;"Вносить на рассмотрение директора организации представления о назначении, перемещении и освобождении от занимаемых должностей работников аптеки; предложения о поощрении отличившихся работников, наложении взысканий на нарушителей производственной и трудовой дисциплины.";False
065.rtf;rights;Принимать участие в работе совещаний, конференций, секций, на которых рассматриваются вопросы, относящиеся к профессиональной компетенции.;False
065.rtf;respons;Заведующий аптекой несет ответственность:;True
065.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
065.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
065.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
065.rtf;respons;За причинение вреда здоровью человека - в пределах, определенных действующим уголовным и гражданским законодательством Российской Федерации.;False
066.rtf;common;Заведующий архивом относится к категории руководителей.;False
066.rtf;common;На должность заведующего архивом назначается лицо, имеющее среднее профессиональное образование и стаж работы по делопроизводству не менее лет.;False
066.rtf;common;Назначение на должность заведующего архивом и освобождение от нее;False
066.rtf;common;производится приказом директора предприятия по представлению;False
066.rtf;common;Заведующий архивом должен знать:;True
066.rtf;common;Постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся работы архива.;False
066.rtf;common;Единую государственную систему делопроизводства.;False
066.rtf;common;Порядок оформления документов, поступающих в архив, и действующую систему их классификации.;False
066.rtf;common;Структуру предприятия.;False
066.rtf;common;Правила хранения бланков строгой отчетности.;False
066.rtf;common;Основы организации производства, труда и управления.;False
066.rtf;common;Законодательство о труде.;False
066.rtf;common;Правила внутреннего трудового распорядка.;False
066.rtf;common;. Правила и нормы охраны труда.;False
066.rtf;common;В своей деятельности заведующий архивом руководствуется:;True
066.rtf;common;Положением об архиве предприятия.;False
066.rtf;common;Настоящей должностной инструкцией.;False
066.rtf;common;Заведующий архивом подчиняется непосредственно;False
066.rtf;common;"(директору предприятия;";False
066.rtf;common;иному должностному лицу);False
066.rtf;common;Заведующий архивом осуществляет руководство работниками архива.;True
066.rtf;common;На время отсутствия заведующего архивом (отпуск, командировка, болезнь, пр.) его обязанности и права переходят к его заместителю, а при отсутствии такового - к лицу, назначенному приказом директора организации.;True
066.rtf;tasks;Заведующий архивом:;True
066.rtf;tasks;Возглавляет работу по организации и ведению архивного дела на предприятии.;True
066.rtf;tasks;Обеспечивает в соответствии с установленным порядком прием, регистрацию, систематизацию, хранение и использование документов.;True
066.rtf;tasks;Руководит работой по составлению научно-справочного аппарата, облегчающего учет и использование архивных документов, а именно: описи, картотеки, каталоги, указатели, путеводители, обзоры, исторические справки и др., а также соответствующие учетные документы (книги учета поступления и выбытия дел, списки фондов, листы фондов, дела фондов).;False
066.rtf;tasks;Оказывает методическую помощь в поиске необходимых документов.;True
066.rtf;tasks;Инструктирует работников структурных подразделений организации о порядке формирования, подготовки и сдачи документов в архив.;True
066.rtf;tasks;Контролирует своевременность поступления в архив документов, законченных делопроизводством.;True
066.rtf;tasks;Обеспечивает проведение работ по экспертизе ценности архивных документов, формированию документов в дела постоянного и временного хранения.;True
066.rtf;tasks;Руководит работой по составлению описей дел для передачи документов в государственные архивы, составлению актов об уничтожении документов, сроки хранения которых истекли.;False
066.rtf;tasks;Осуществляет контроль за состоянием документов, своевременностью их восстановления, соблюдением в помещениях архива условий, необходимых для обеспечения сохранности документов.;True
066.rtf;tasks;. Организует работу по ведению учета документооборота и количества дел, выдаче архивных справок на основе данных, имеющихся в документах архива.;True
066.rtf;tasks;. Составляет установленную отчетность.;True
066.rtf;tasks;. Принимает участие в разработке положений и инструкций по ведению делопроизводства и организации архивного дела .;True
066.rtf;tasks;. Проводит работу по защите информации, составляющей государственную, коммерческую и служебную тайну.;True
066.rtf;tasks;. Обеспечивает наличие в архиве необходимого инвентаря, потребных бланков, канцелярских товаров, инструктивно-методической литературы по кругу обязанностей.;True
066.rtf;tasks;. Проверяет правильность учета и хранения бланков строгой отчетности.;True
