filename;section;text
542.rtf;common;Цель
542.rtf;common;Цель работы директора-продавца  достижение максимально возможного объема продаж  заявленного ассортимента, снижение затрат и потерь
542.rtf;common;Взаимодействие со службами
542.rtf;common;В своей работе директор-продавец должен взаимодействовать и решать  текущие вопросы с супервайзером, директором филиала,   с начальником отдела продаж филиала, с отделом  по работе с транзитными документами филиала,  с начальником отдела товародвижения филиала, с АТЗ филиала,  с РАО филиала, с менеджером по персоналу филиала, с  бухгалтерией филиала, со всем персоналом магазина
542.rtf;common;Отдел по работе с транзитными документами филиала решает вопросы по проведению через основную базу и оплате счетов и  накладных на товар, получаемый от местных поставщиков, обладает полной информацией по ассортименту товара и остаткам на складе, по изменению цен на товары вследствие их изменения  у поставщиков
542.rtf;common;Отдел товародвижения филиала решает вопросы по доставке товара в магазин, по возврату тары из магазина на ДЦ, по доставке возвратов и брака на ДЦ
542.rtf;common;АТЗ филиала решает вопросы по импорту расходных документов магазина, заказов магазина в складскую базу, по своевременной пересылке документов внутреннего перемещения, справочников товаров, складских остатков
542.rtf;common;РАО филиала решает вопросы по сверке приходных и расходных документов,   корректировке данных, подтверждению актов недовоза товара, проведению ревизий
542.rtf;common;Главный бухгалтер филиала решает вопросы по расчету и выплате налогов, арендной платы и других выплат, связанных с жизнедеятельностью магазина
542.rtf;common;Менеджер по персоналу филиала решает вопросы по приему, увольнению, аттестации, дисциплинарным взысканиям, обучению и другим кадровым процедурам
542.rtf;common;Основные обязанности
542.rtf;common;Организация и управление эффективной работой персонала магазина
542.rtf;common;Выполнение в случае необходимости обязанностей любого сотрудника магазина
542.rtf;common;Контроль работы всего персонала магазина
542.rtf;common;Составление бюджета магазина Контроль и оптимизация расходной части бюджета магазина.
542.rtf;common;Взаимодействие и решение текущих вопросов с арендодателями
542.rtf;common;Оформление и своевременное продление необходимых для работы магазина разрешений и документов в фискальных и административных органах
542.rtf;common;Решение вопросов по инкассации
542.rtf;common;Ведение документации магазина, составление и отправка файлов экспорта реальных операций, отчетности и документации в соответствии с установленным порядком отчетности
542.rtf;common;Обеспечение установленного режима работы магазина
542.rtf;common;Начисление, получение и выдача зарплаты персоналу магазина
542.rtf;common;Контроль бесперебойной работы имеющегося торгового оборудования и программного обеспечения, организация устранения неполадок
542.rtf;common;Описание работы
542.rtf;common;Организация и управление эффективной работой магазина:
542.rtf;common;Директор-продавец составляет график работы персонала магазина с учетом функциональных обязанностей, производственной необходимости и среднедневного колебания количества покупателей
542.rtf;common;При работе в торговом зале директор-продавец руководит работой продавцов и определяет их расстановку в торговом зале и на кассе
542.rtf;common;Директор-продавец решает с наименьшими затратами проблемы, возникающие при нарушении технологических процессов магазина
542.rtf;common;Принимает участие и решает все внештатные ситуации, возникающие в процессе работы магазина и не описанные в должностных и прочих инструкциях для персонала
542.rtf;common;Проводит еженедельные и ежемесячные собрания всех сотрудников магазина
542.rtf;common;Директор-продавец контролирует ассортимент и качество товаров, предлагаемый покупателям и вносит предложения по  ассортименту магазина
542.rtf;common;Директор-продавец отслеживает цены на товары из ассортимента магазина у конкурентов и вносит предложения по ценовой политике магазина
542.rtf;common;Директор-продавец принимает меры по привлечению покупателей в магазин: предлагает и осуществляет рекламные мероприятия и тд.
542.rtf;common;"Контролирует правильность составления заказов товароведом, предупреждая дефицит товара, самостоятельно составляет заказы при отсутствии товароведа;"
542.rtf;common;Контролирует работу продавцов по оптимальной и удобной выкладке товаров на стеллажах
542.rtf;common;В случае проведения в магазине рекламных акций и промоушенов, нацеленных на привлечение покупателей в магазин, на увеличение продаж, директор-продавец контролирует подготовку и проведение этих мероприятий, организовывая посильную помощь участникам этих акций
542.rtf;common;По окончании рабочего дня директор-продавец обязан провести сверку реестра документов с кассовым отчетом
542.rtf;common;Выполнение в случае необходимости функций любого сотрудника магазина
542.rtf;common;В дни отсутствия товароведа директор-продавец выполняет его обязанности в соответствие с должностной инструкцией товароведа
542.rtf;common;В дни совместной работы  товароведа и директора-продавца, последний постоянно находится в торговом зале, распределяет продавцов в зале и на кассе, самостоятельно участвует в приемке, выкладке товара, наклейке ценников и при необходимости обслуживает покупателей на кассе
542.rtf;common;Контроль работы персонала
542.rtf;common;Директор-продавец контролирует правильное выполнение всеми сотрудниками магазина своих должностных обязанностей При необходимости проводит инструктажи, собрания, обучение и тренинги.
542.rtf;common;Директор-продавец контролирует наличие у персонала магазина правильно оформленных санкнижек, спецодежды, удостоверений кассиров-операционистов и других необходимых документов
542.rtf;common;При систематическом невыполнении своих функциональных обязанностей директор-продавец принимает решение о несоответствии сотрудника занимаемой должности и ставит вопрос перед директором филиала о его увольнении,
542.rtf;common;При нарушении выполнения должностных обязанностей работником магазина директор-продавец надлежащим образом фиксирует нарушение и делает предложение директору филиала о наложении взыскания
542.rtf;common;Составление бюджета магазина Контроль и оптимизация расходной части бюджета.
542.rtf;respons;эффективность работу  персонала и магазина
542.rtf;respons;выполнение плана по продажам магазина
542.rtf;respons;профессиональную работу персонала, выполнение персоналам всех функциональных и должностных обязанностей, своевременное прохождение и оформление инструктажей, медосмотров и обучения
542.rtf;respons;правильное составление бюджета, контроль и снижение издержек магазина
542.rtf;respons;правильное и своевременное оформление необходимых для жизнедеятельности магазина документов в административных и фискальных органах
542.rtf;respons;соблюдение ассортиментного перечня
542.rtf;respons;своевременное решение вопросов с арендодателем
542.rtf;respons;своевременно решение вопросов с банковскими организациями
542.rtf;respons;наличие и ведение установленной документации, своевременность предоставления и достоверность всей отчетности магазина
542.rtf;respons;сохранность всего оборудования, товара и иного имущества в магазине, выполнение правил открытия и закрытия магазина, снятия и постановки на охрану
542.rtf;respons;своевременное и правильное начисление и выдачу заработной платы персонала
542.rtf;respons;бесперебойную работу техники, программного обеспечения и своевременную профилактику, и устранение неполадок
542.rtf;respons;разрешение всех внештатных ситуаций, возникающих в  магазине
542.rtf;respons;В случае нарушения настоящей должностной инструкции к директору-продавцу применяются дисциплинарные взыскания вплоть до увольнения
542.rtf;rights;Директор-продавец магазина  имеет право
542.rtf;rights;Вносить предложения по приему и увольнению персонала магазина
542.rtf;rights;Вносить предложения по премированию и вынесению дисциплинарных взысканий персонала магазина
542.rtf;rights;Организовывать и проводить собрания коллектива магазина
542.rtf;rights;Составлять графики работы и отпусков персонала
542.rtf;rights;Вносить предложения по оптимизации технологических и других процессов в магазине
542.rtf;rights;Вносить предложения по увеличению продаж
542.rtf;rights;C  инструкцией ознакомлен
543.rtf;tasks;Горничная осуществляет следующие виды работ:
543.rtf;tasks;Уборку и содержание в чистоте жилых номеров гостиниц, общежитий, санузлов и других закрепленных помещений
543.rtf;tasks;Смену постельного белья и полотенец после каждого выезда проживающего
543.rtf;tasks;"При продолжительном проживании - уборку постелей в сроки, предусмотренные ""Правилами пользования и внутреннего распорядка в коммунальных гостиницах"""
543.rtf;tasks;Приемку белья от проживающих при выезде из номеров
543.rtf;tasks;При обнаружении порчи имущества и оборудования проживающими - сообщение старшей горничной или дежурному по этажу
543.rtf;tasks;Принятие заказов от проживающих на бытовые услуги и обеспечение их своевременного выполнения
543.rtf;tasks;Соблюдение правил техники безопасности
543.rtf;tasks;Директор гостиницы назначается на должность и освобождается от должности в установленном действующим трудовым законодательством порядке распоряжением вышестоящего органа
543.rtf;tasks;На должность директора гостиницы назначается лицо, имеющее высшее профессиональное образование и стаж работы по специальности в жилищно-коммунальном хозяйстве не менее лет
543.rtf;tasks;"Директор гостиницы должен знать постановления, распоряжения, приказы, другие руководящие и нормативные документы вышестоящих и других органов, касающиеся сферы обслуживания; правила содержания жилых и других помещений гостиницы; организацию материально-технического обеспечения; передовой отечественный и зарубежный опыт гостиничного обслуживания; порядок составления отчетности о хозяйственно-финансовой деятельности гостиницы; формы и системы оплаты труда; экономику, организацию труда и организацию гостиничного хозяйства; законодательство о труде; правила и нормы охраны труда"
543.rtf;tasks;Директор гостиницы:
543.rtf;tasks;"- организует работу и обеспечивает экономическую эффективность деятельности гостиницы;"
543.rtf;tasks;"- осуществляет контроль за качеством обслуживания клиентов в соответствии с классом гостиницы, учетом, распределением и правильным использованием жилых номеров и свободных мест, а также соблюдением паспортного режима;"
543.rtf;tasks;- направляет работу персонала и служб гостиницы на обеспечение сохранности и содержания в исправном состоянии помещений и имущества в соответствии с правилами и нормами эксплуатации, бесперебойной работы оборудования, благоустройства и комфортности, соблю
543.rtf;tasks;"- обеспечивает рентабельное ведение гостиничного хозяйства, своевременное и качественное предоставление проживающим комплекса услуг;"
543.rtf;tasks;"- организует работу по профилактическому осмотру жилых номеров, подсобных и других помещений гостиницы, проведению капитального и текущего ремонта, по укреплению и развитию ее материально-технической базы, повышению уровня комфортабельности;"
543.rtf;tasks;"- обеспечивает ведение и своевременное представление установленной отчетности о результатах хозяйственно-финансовой деятельности гостиницы, уплате налогов и сборов;"
543.rtf;tasks;"- принимает меры по обеспечению гостиницы квалифицированным персоналом, правильному сочетанию экономических и административных методов руководства;"
543.rtf;tasks;"- осуществляет мероприятия по внедрению прогрессивных форм организации труда и обслуживания клиентов;"
543.rtf;tasks;#ИМЯ?
543.rtf;tasks;Контролировать выполнение плановых заданий, своевременное выполнение отдельных поручений и заданий, работу подчиненных ему служб и подразделений
543.rtf;tasks;Запрашивать и получать необходимые материалы и документы, относящиеся к вопросам деятельности гостиницы, у служб и подразделений предприятия
543.rtf;tasks;Вступать во взаимоотношения со сторонними учреждениями и организациями для решения оперативных вопросов производственной деятельности, входящих в компетенцию директора гостиницы
543.rtf;tasks;Представлять интересы гостиницы в сторонних учреждениях и организациях по вопросам, относящимся к деятельности гостиницы
543.rtf;rights;Горничная имеет право:
543.rtf;rights;Получать от работников предприятия информацию, необходимую для осуществления своей деятельности
543.rtf;rights;Представлять на рассмотрение своего непосредственного руководителя предложения по вопросам своей деятельности
543.rtf;rights;Директор гостиницы имеет право:
543.rtf;respons;Невыполнение или ненадлежащее выполнение своих функциональных обязанностей
543.rtf;respons;Недостоверную информацию о состоянии выполнения своих должностных обязанностей
543.rtf;respons;Невыполнение приказов, распоряжений и поручений Генерального директора организации и непосредственного руководителя
543.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности, противопожарных и других правил, создающих угрозу деятельности организации и ее работникам
543.rtf;respons;Несоблюдение трудовой и исполнительской дисциплины
543.rtf;respons;Результаты и эффективность деятельности гостиницы
543.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а также работу подчиненных ему служб и подразделений по вопросам их производственной деятельности
543.rtf;respons;Недостоверную информацию о состоянии выполнения планов работ подчиненных служб и подразделений
543.rtf;respons;Невыполнение приказов, распоряжений и поручений вышестоящего органа
543.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности, противопожарных и других правил, создающих угрозу деятельности гостиницы и ее работникам
543.rtf;respons;Необеспечение соблюдения трудовой и исполнительской дисциплины работниками подчиненных служб и персоналом
543.rtf;respons;РЕЖИМ РАБОТЫ
544.rtf;tasks;Менеджер по связям с общественностью:
544.rtf;tasks;"- осуществляет руководство одним из направлений деятельности организации в области связей с общественностью;"
544.rtf;tasks;"- разрабатывает перспективные и текущие программы и планы, отдельные мероприятия или их комплекс в рамках данного направления, их информационное сопровождение, схему финансового и организационного обеспечения;"
544.rtf;tasks;"- участвует в формировании информационно-рекламной стратегии отдельного направления деятельности организации в области связей с общественностью в соответствии с общими приоритетами политики организации и перспективами ее развития;"
544.rtf;tasks;"- осуществляет выбор форм и методов взаимодействия с общественностью, организациями, средствами массовой информации;"
544.rtf;tasks;"- определяет характер, содержание и носители информационных сообщений, исходящих от организации;"
544.rtf;tasks;"- обеспечивает двустороннюю связь с потребителями, партнерами и другими группами общественности;"
544.rtf;tasks;- организует и поддерживает постоянные контакты со средствами массовой информации, информационными, рекламными, консалтинговыми агентствами, агентствами по связям с общественностью, издательствами, другими предприятиями и организациями, государственными и
544.rtf;tasks;"- организует сбор информации, в том числе с применением социологических исследований; непрерывный мониторинг информационных источников;"
544.rtf;tasks;"- анализирует состояние и прогнозирует изменения информационного рынка и сферы общественных коммуникаций; предлагает меры по корректировке политики организации в области связей с общественностью;"
544.rtf;tasks;- осуществляет контроль за подготовкой и исполнением договоров и контрактов по информационному, рекламному, организационному и финансовому обеспечению программ и мероприятий в рамках отдельного направления деятельности организации в области связей с общес
544.rtf;tasks;"- обеспечивает взаимодействие внутренних структурных подразделений организации при совместной деятельности;"
544.rtf;tasks;"- привлекает к решению поставленных задач независимых внешних консультантов и экспертов в области связей с общественностью;"
544.rtf;tasks;#ИМЯ?
544.rtf;tasks;Контролировать выполнение плановых заданий и работу, своевременное выполнение отдельных поручений и заданий подчиненными ему службами (подразделениями)
544.rtf;tasks;Запрашивать и получать необходимые материалы и документы, относящиеся к вопросам деятельности Менеджера по связям с общественностью, подчиненных ему служб (подразделений)
544.rtf;tasks;Вступать во взаимоотношения с подразделениями сторонних учреждений и организаций для решения оперативных вопросов производственной деятельности, входящей в компетенцию Менеджера по связям с общественностью
544.rtf;tasks;Представлять интересы организации в сторонних организациях по вопросам, связанным с его профессиональной деятельностью
544.rtf;rights;Менеджер по связям с общественностью имеет право:
544.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а также работу подчиненных ему служб (подразделений) организации по вопросам, входящим в обязанности отдела
544.rtf;respons;Недостоверную информацию о состоянии выполнения планов работ отделом, подчиненных служб (подразделений)
544.rtf;respons;Невыполнение приказов, распоряжений и поручений Генерального директора организации
544.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности, противопожарных и других правил, создающих угрозу деятельности предприятия и его работникам
544.rtf;respons;Необеспечение соблюдения трудовой и исполнительской дисциплины работниками отдела сбыта, подчиненных служб (подразделений) организации
545.rtf;common;Цель должности
545.rtf;common;Удовлетворение потребностей компании в квалифицированном персонале Обучение персонала.
545.rtf;common;Порядок назначения и освобождения от должности
545.rtf;common;Специалист по обучению персонала назначается на должность и увольняется приказом Генерального директора (первого руководителя) компании
545.rtf;common;Подчинение
545.rtf;common;Специалист по обучению персонала подчинен Генеральному директору (первому руководителю компании)
545.rtf;common;В своей деятельности руководствуется:
545.rtf;common;Корпоративным кодексом
545.rtf;common;Настоящей должностной инструкцией
545.rtf;common;Трудовым контрактом
545.rtf;common;Обязательством о неразглашении коммерческой тайны
545.rtf;common;Распоряжениями руководства
545.rtf;common;Критерии эффективности труда:
545.rtf;common;Своевременное и качественное выполнение должностных обязанностей,
545.rtf;common;предусмотренных настоящей должностной инструкцией
545.rtf;common;Достижение поставленных целей
545.rtf;tasks;Методическое обеспечение, организация и проведение регулярных работ по следующим направлениям:
545.rtf;tasks;Психодиагностика профессионально  важных качеств, личностных особенностей, анализ психофизиологического состояния сотрудников
545.rtf;tasks;Формирование и развитие необходимых качеств сотрудников в процессе проведения тренингов, семинаров и тд.
545.rtf;tasks;Психологическое консультирование сотрудников по профессиональному использованию и развитию индивидуальных способностей
545.rtf;tasks;Социально  психологическое изучение, анализ коллективной и индивидуальной деятельности сотрудников
545.rtf;tasks;Оказание помощи руководителям направлений и объектов в решении социальных и психологических проблем развития коллективов:
545.rtf;tasks;Изучение причин конфликтов
545.rtf;tasks;Предотвращение и разрешение конфликтных ситуаций
545.rtf;tasks;Консультации по стилю деятельности специалистов
545.rtf;tasks;Разработка и проведение обучающих тренингов для рядового персонала компании:
545.rtf;tasks;Работа по подбору, формированию резерва кадров:
545.rtf;tasks;Тестирование профессиональных и личностных качеств кандидатов
545.rtf;tasks;Формирование и развитие необходимых профессионально  важных качеств
545.rtf;tasks;Проведение обучающих мероприятий: организация тренингов, семинаров и тд.
545.rtf;tasks;Оказание помощи руководителям отделов и филиалов в решении социальных и психологических проблем развития коллективов:
545.rtf;tasks;Анализ причин текучести кадров, подготовка предложений по принятию мер, способствующих адаптации новых сотрудников, разработка и проведение адаптационных программ
545.rtf;tasks;Обеспечение регулярной отчетности перед руководством о выполненных работах, составление архивов и формирование компьютерного банка данных по результатам проведенных психологических исследований
545.rtf;tasks;Планирование профессиональной деятельности на год и квартал
545.rtf;tasks;Соблюдение профессионально  этических норм менеджера по персоналу, сохранение личных тайн при сообщении результатов индивидуальных психологических исследований
545.rtf;tasks;Выполнение социально  психологических работ по заданию руководства
545.rtf;tasks;Эргонометрическое консультирование и подготовка рекомендаций по организации рабочих мест и условий труда для различных категорий работников
545.rtf;tasks;II б Должен знать:
545.rtf;tasks;Психологические методики, обеспечивающие диагностику качеств личности
545.rtf;tasks;Принципы построения и проведения тренинговых, аттестационных, адаптационных мероприятий
545.rtf;tasks;Методы обработки полученных данных
545.rtf;tasks;Основы работы с ПК
545.rtf;tasks;II в Должен уметь:
545.rtf;tasks;Разработать и провести тренинг, аттестацию, консультацию
545.rtf;tasks;Предотвращать и оптимально разрешать конфликтные ситуации
545.rtf;tasks;Анализировать причины текучести кадров
545.rtf;tasks;Составить планы работы на год, квартал
545.rtf;rights;Специалист по обучению персонала имеет право:
545.rtf;rights;Знакомиться с проектами решений руководства организации, касающимися деятельности отдела по работе с персоналом
545.rtf;rights;Присутствовать на заседаниях, собраниях организации (структурного подразделения) по вопросам деятельности организации (структурного подразделения) Участвовать в обсуждении вопросов относительно исполняемых обязанностей.
545.rtf;rights;Вносить на рассмотрение руководителя организации предложения по улучшению деятельности структурного подразделения, варианты устранения имеющихся в деятельности организации недостатков
545.rtf;rights;Осуществлять взаимодействие с сотрудниками всех структурных подразделений
545.rtf;rights;Запрашивать лично или по поручению руководителя организации от иных структурных подразделений информацию и документы, необходимые для выполнения его должностных обязанностей
545.rtf;rights;Привлекать специалистов всех структурных подразделений к решению задач, возложенных на структурнее подразделение (если это предусмотрено положениями о структурных подразделениях, если нет  то с разрешения руководителя организации)
545.rtf;rights;Требовать от руководителя структурного подразделения оказания содействия в исполнении должностных обязанностей, возложенных на него, и в реализации прав, предусмотренных настоящей должностной инструкцией
545.rtf;rights;Действовать от имени структурного подразделения и представлять его интересы во взаимоотношениях с иными структурными подразделениями организации в пределах своей компетенции
545.rtf;respons;Неисполнение или ненадлежащее исполнение должностных обязанностей, указанных в должностной инструкции
545.rtf;respons;Допущение конкретных нарушений законодательства
545.rtf;respons;Допущение нарушений внутреннего распорядка деятельности организации
545.rtf;respons;Разглашение сведений конфиденциального характера, касающихся компании
546.rtf;common;Автомойщик относится к категории рабочих, принимается  на работу и увольняется приказом генерального директора предприятия по представлению или мастера цеха
546.rtf;common;На должность автомойщика назначается лицо, имеющее среднее или начально-профессиональное образование и стаж работы в должности автомойщика не менее ода
546.rtf;common;Автомойщик подчиняется генеральному директору и непосредственно мастеру цеха
546.rtf;common;"В своей деятельности автомойщик руководствуется;"
546.rtf;common;"законодательными и нормативными документами, регламентирующими производственно- хозяйственную деятельность цеха;"
546.rtf;common;"методическими материалами, касающихся соответствующих вопросов;"
546.rtf;common;"уставом предприятия;"
546.rtf;common;"правилами трудового распорядка;"
546.rtf;common;"приказами и распоряжениями генерального директора и  мастера цеха (непосредственного руководителя);"
546.rtf;common;настоящей должностной инструкцией
546.rtf;common;Автомойщик  должен знать:
546.rtf;common;"технологию химчистки салонов и полной мойки автомобиля;"
546.rtf;common;"технические характеристики уборочно-моечного оборудования и инструментов;"
546.rtf;common;"технику полирования;"
546.rtf;common;"характеристики расходных материалов и химический состав моющих средств;"
546.rtf;common;"правила внутреннего распорядка;"
546.rtf;common;правила и нормы охраны труда и техники безопасности
546.rtf;tasks;Производить мойку автотранспортных средств на оборудовании и с применением расходных материалов и химических средств организации в соответствии с техническими инструкциями (ТИСы)
546.rtf;tasks;Производить плановое обслуживание вверенного оборудования и участия сбора сточной воды определенное мастером уборочно-моечного цеха
546.rtf;tasks;Извещать мастера уборочно-моечного цеха обо всех возможных затруднениях могущих возникнуть при выполнении работ
546.rtf;tasks;Для выполнения возложенных на него функций автомойщик  предприятия обязан:
546.rtf;tasks;Производить мойку автотранспортных средств на оборудовании предприятия с применением расходных материалов и химических средств в строгом соответствии с инструкцией по техники безопасности и правилами охраны труда и указаниями мастера уборочно-моечного цеха
